genus,dbh.min,dbh.q.025,dbh.q.25,dbh.median,dbh.q.75,dbh.q.975,dbh.max,dbh.mean,dbh.sd,dbh.n,dbh.cv,dbh.se,H.min,H.q.025,H.q.25,H.median,H.q.75,H.q.975,H.max,H.mean,H.sd,H.n,H.cv,H.se,wd.min,wd.q.025,wd.q.25,wd.median,wd.q.75,wd.q.975,wd.max,wd.mean,wd.sd,wd.n,wd.cv,wd.se,agb.min,agb.q.025,agb.q.25,agb.median,agb.q.75,agb.q.975,agb.max,agb.mean,agb.sd,agb.n,agb.cv,agb.se,n,n.sp,n.family,n.order
Desmodium,3.183098861837907,3.183098861837907,3.819718634205488,6.684507609859605,3.819718634205488,49.81549718776324,50.29296201703893,13.596379424136202,14.553461778265111,21,107.03924423019487,3.1758257248831665,2,2,2,5,2,11.5,12,4.666666666666667,2.8343135559308417,21,60.735290484232316,0.6184979244425017,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0.7038210655111016,0,21,0,0,1.6181870978575326,1.7730104779709013,2.3634208659739477,2.668419992621636,2.3634208659739477,4.352653792695953,4.542052114238676,2.7845479920392053,0.6427666481170083,100,23.083338838282753,0.06427666481170083,1,1,1,1
Dichrostachys,3.183098861837907,3.183098861837907,3.183098861837907,3.5014087480216975,3.183098861837907,7.957747154594767,12.732395447351628,4.189335048096535,1.4796308091397923,304,35.31898958074688,0.08486264698407463,2,2,2,2,2,5,8,2.8026315789473686,1.0501577670831919,304,37.47041798043313,0.060230678703815224,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0,304,0,0,0.9985240665774007,1.0630970281692427,1.140921453406745,1.1767945060449871,1.140921453406745,1.2887725526558045,1.375193611618998,1.1811771552785413,0.06276472251946831,100,5.313743348233597,0.006276472251946831,1,1,1,1
Dillenia,2.5464790894703255,2.5464790894703255,3.819718634205488,6.366197723675814,3.819718634205488,27.374650211806,82.44226052160178,8.74725592741283,7.435109575904189,635,84.99933736480106,0.29505332336889045,2,2,3,4,3,9,14,4.359055118110236,2.036781431832623,635,46.725296575640016,0.08082720561185268,0.5953333333333333,0.5953333333333333,0.7,0.7,0.7,0.7,0.7,0.6896157480314961,0,635,0,0,19.771105176519104,20.06088890276002,21.22725665366133,21.9794359726814,21.22725665366133,25.49144815080321,27.659581077282446,22.10561198792157,1.325489542030959,100,5.996167591990676,0.1325489542030959,2,2,1,1
Diospyros,2.5464790894703255,3.183098861837907,4.45633840657307,7.957747154594767,4.45633840657307,38.069862387581196,85.94366926962348,10.734341989809426,9.895642419106812,628,92.18676308711956,0.39487912140353,2,2,3,4,3,12,15,4.625796178343949,2.4530884423026613,628,53.03062105907302,0.09788888561204316,0.68,0.68,0.68,0.68,0.68,0.715,0.7749999999999999,0.6908218160908448,0,628,0,0,38.452876543149095,38.79355339484283,41.10851288706506,42.88389627531082,41.10851288706506,47.49372583279058,48.709908453833556,42.92738298619593,2.3348865255848033,100,5.43915413230671,0.23348865255848034,5,5,1,1
Dolichandrone,2.5464790894703255,3.183098861837907,5.6500004797622845,8.276057040778557,5.6500004797622845,18.54155087020581,53.47606087887684,8.872888077373165,4.72289901145373,456,53.228429912213585,0.2211700101830386,2,2,3,3,3,8,11,3.6907894736842106,1.4761111037947299,456,39.994454149162024,0.06912523580661686,0.43,0.4355,0.4355,0.4355,0.4355,0.4355,0.4355,0.4354879385964912,0,456,0,0,5.0376116514137514,5.354483732724933,5.628594448654069,5.8132418181734185,5.628594448654069,6.625555160125808,6.689351093454098,5.8671580368025005,0.3254576502549716,100,5.547108978716728,0.03254576502549716,2,2,1,1
Dombeya,3.819718634205488,5.029296201703893,7.639437268410976,10.822536130248883,7.639437268410976,18.175494501094448,22.281692032865347,11.389019825999696,4.16121109428251,59,36.53704320351598,0.5417435407259623,2,2,3,3,3,5.549999999999997,9,3.152542372881356,1.1112831868832735,59,35.25038065920061,0.14467674789163276,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0,59,0,0,0.7213191575546584,0.7532440777219103,0.8148398263094223,0.869854247904328,0.8148398263094223,1.0796145601221716,1.1482957028814815,0.8793134318119601,0.08670629518905944,100,9.86068130568503,0.008670629518905943,1,1,1,1
Duabanga,9.549296585513721,9.549296585513721,9.549296585513721,9.549296585513721,9.549296585513721,9.549296585513721,9.549296585513721,9.549296585513721,NA,1,NA,NA,4,4,4,4,4,4,4,4,NA,1,NA,NA,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,NA,1,NA,NA,0.0019158561653853763,0.0031864981180818692,0.005533043346726256,0.007252394330633592,0.005533043346726256,0.016779827924426297,0.02914116215685238,0.007939337520965395,0.003913077203506945,100,49.28720051482493,3.913077203506945e-4,1,1,1,1
Dypsis,3.183098861837907,3.183098861837907,6.286620252129866,17.507043740108486,6.286620252129866,43.640285395797704,44.563384065730695,16.79615166096469,11.47703418315876,30,68.33133216957137,2.0954101717913103,2,2,2,4,2,7,7,3.8333333333333335,1.6832508230603465,30,43.910891036356865,0.3073181485764296,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0,30,0,0,1.5066085269740639,1.5343377963419487,1.9016656722442022,2.146773227597749,1.9016656722442022,2.8655004554977364,3.370499761728502,2.158776934783495,0.3476396520173869,100,16.103546708138786,0.03476396520173869,2,2,1,1
Ehretia,2.5464790894703255,3.183098861837907,3.819718634205488,6.366197723675814,3.819718634205488,15.915494309189533,28.01126998417358,7.027318194416741,3.6558314590499195,1598,52.023138242900494,0.09145296245085892,2,2,3,4,3,8,16,3.9899874843554444,1.7332867348742316,1598,43.4409065609947,0.04335927639350742,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0,1598,0,0,16.22361339239724,16.51559392055585,16.950492804296488,17.192941467772677,16.950492804296488,17.75584898142239,18.049672340906795,17.18114266802371,0.33779052452259073,100,1.9660538943737533,0.033779052452259074,1,1,1,1
Elaeis,2.5464790894703255,3.183098861837907,17.34788879701659,30.239439187460114,17.34788879701659,79.65704901749362,98.6760647169751,31.903657434839033,19.40263018091221,311,60.81631932182294,1.1002222194966347,2,3,4,6,4,13,18,6.855305466237942,3.0661990476708727,311,44.72738760908262,0.17386819674405146,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0.5517604166666666,0,311,0,0,96.59899838376019,97.72965629174061,104.26923703381308,106.57341220172799,104.26923703381308,113.53129756756671,117.79877575812317,106.65057900423932,4.079198044487609,100,3.8248250338382714,0.4079198044487609,1,1,1,1
Elaeocarpus,2.5464790894703255,2.5464790894703255,3.183098861837907,6.366197723675814,3.183098861837907,21.772396214971273,35.01408748021697,7.406705777856926,5.124987980508897,305,69.19389178156032,0.29345595810179903,2,2,3,4,3,9,12,4.593442622950819,2.318111530942339,305,50.46566858939425,0.13273468013713544,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0,305,0,0,2.749522677089985,2.9298079758391955,3.11479341914915,3.1896092258570787,3.11479341914915,3.5893896786134354,3.7991062534663906,3.220152765020628,0.18312000367605258,100,5.686686844960274,0.018312000367605257,1,1,1,1
Elaeodendron,2.5464790894703255,2.5464790894703255,3.819718634205488,7.480282325319081,3.819718634205488,25.257889468683786,35.65070725258456,9.156714392553711,6.53797066304466,60,71.40083640002327,0.844048383198821,2,2,3,3.5,3,8,13,4.15,2.040480169478228,60,49.168196854897054,0.2634248571551888,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,60,0,0,1.6389077659567366,1.695646494892514,1.882237218878387,2.0143985699913087,1.882237218878387,2.6963592962699634,3.0985155278069048,2.077558447894686,0.2679311623952393,100,12.896444028650551,0.026793116239523927,1,1,1,1
Enterolobium,3.819718634205488,3.819718634205488,3.819718634205488,3.819718634205488,3.819718634205488,3.819718634205488,3.819718634205488,3.819718634205488,NA,1,NA,NA,2,2,2,2,2,2,2,2,NA,1,NA,NA,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,NA,1,NA,NA,1.8709835438199624e-005,2.657846442210431e-4,4.7446906175034294e-4,6.263364730437831e-4,4.7446906175034294e-4,0.0029618314258074664,0.003963182208003227,7.947322499060053e-4,6.305989588338106e-4,100,79.34734734980151,6.305989588338106e-5,1,1,1,1
Erinocarpus,6.047887837492023,6.167254044810944,7.241549910681238,9.708451528605615,7.241549910681238,25.321551445920548,26.419720553254628,12.971127861989471,9.285250876936997,4,71.58399004103914,4.642625438468499,3,3,3,5,3,9.774999999999999,10,5.75,3.4034296427770228,4,59.19008074394822,1.7017148213885114,0.48873153604215047,0.48873153604215047,0.48873153604215047,0.48873153604215047,0.48873153604215047,0.48873153604215047,0.48873153604215047,0.48873153604215047,0,4,0,0,0.0667399888741589,0.08849260237926881,0.1598075432909487,0.21221500740237287,0.1598075432909487,0.45125108782104084,0.49252632301991467,0.22738738358926897,0.09207033677535448,100,40.490521207483354,0.009207033677535448,1,1,1,1
Eriobotrya,3.183098861837907,3.183098861837907,3.580986219567645,4.7746482927568605,3.580986219567645,7.798592211502871,7.957747154594767,5.092958178940651,1.909859317102744,6,37.5,0.7796968012336761,3,3,3,3.5,3,4,4,3.5,0.5477225575051661,6,15.64921592871903,0.22360679774997896,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0,6,0,0,0.022739769215474097,0.0259183350883206,0.030461637819289844,0.03396128920023346,0.030461637819289844,0.05687066109703437,0.07002415178346218,0.03576422685292413,0.00819632880306091,100,22.917673676456864,8.196328803060911e-4,1,1,1,1
Erythrina,2.5464790894703255,3.819718634205488,10.185916357881302,15.915494309189533,10.185916357881302,56.65915974071474,95.4929658551372,19.213864615247395,13.906279754029107,1030,72.37627636344232,0.43330365212960553,2,2,4,6,4,13,25,6.47378640776699,2.941409100352458,1030,45.435683463752724,0.09165091801210933,0.22,0.224,0.28,0.28,0.28,0.28,0.28,0.2778864077669903,0,1030,0,0,76.62134897443009,78.01366121429041,82.25479008681279,84.14470459630337,82.25479008681279,89.8885972617162,93.34039932158935,83.90984881604696,2.97150480411867,100,3.541306349667022,0.297150480411867,5,5,1,1
Eucalyptus,2.5464790894703255,4.45633840657307,16.233804195373324,24.19155134996809,16.233804195373324,65.57183655386088,239.0507245240268,26.9511873434937,15.58499149593106,25903,57.82673430042198,0.09683481715791989,2,3,8,10,8,17,25,10.237424236574913,3.56070620998256,25903,34.781270441654065,0.022123870576814354,0.7218181818181818,0.7218181818181818,0.7218181818181818,0.7218181818181818,0.7218181818181818,0.7218181818181818,0.7218181818181818,0.7218181818181818,0,25903,0,0,11464.433678258874,11545.028009563364,11645.367036177973,11705.305874323036,11645.367036177973,11916.675751000977,12053.993096645332,11711.729218541055,98.31546267496296,100,0.8394615418474493,9.831546267496297,1,1,1,1
Eugenia,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,0,2,0,0,2,2,2,2,2,2,2,2,0,2,0,0,0.7227602739726028,0.7227602739726028,0.7227602739726028,0.7227602739726028,0.7227602739726028,0.7227602739726028,0.7227602739726028,0.7227602739726028,0,2,0,0,4.330119713574699e-4,6.03019918750779e-4,9.164145893288198e-4,0.0011303771439037187,9.164145893288198e-4,0.0038597075386660102,0.013095873252092848,0.0014186849647809612,0.0014263079986452836,100,100.53733098281614,1.4263079986452835e-4,1,1,1,1
Exbucklandia,10.822536130248883,10.822536130248883,10.822536130248883,10.822536130248883,10.822536130248883,10.822536130248883,10.822536130248883,10.822536130248883,NA,1,NA,NA,5,5,5,5,5,5,5,5,NA,1,NA,NA,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,NA,1,NA,NA,0.005840075995057947,0.009652282954140464,0.015571510323501278,0.020497126564124554,0.015571510323501278,0.039620974379047325,0.06584423134882064,0.021795137689637006,0.009027624754104593,100,41.4203611955018,9.027624754104593e-4,1,1,1,1
Fernandoa,3.183098861837907,3.5014087480216975,4.7746482927568605,6.684507609859605,4.7746482927568605,20.451410187308497,29.284509528908742,7.963569896415202,4.425892097390439,164,55.5767344916851,0.34560410928125884,2,2,2,3,2,7.924999999999983,15,3.6158536585365852,1.8548539877510855,164,51.29781686191872,0.14483976251058472,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0,164,0,0,1.775705391087661,1.8533754104382494,2.016930865088105,2.138086880462938,2.016930865088105,2.5596715530568837,2.645239599702066,2.148111315141462,0.1773119561741258,100,8.254318802023956,0.017731195617412578,1,1,1,1
Ficus,2.5464790894703255,3.183098861837907,3.819718634205488,7.957747154594767,3.819718634205488,88.49014835909381,485.104266544097,17.572437035691706,24.56925543885867,128992,139.8170065367461,0.06840858499865782,2,2,3,4,3,14,25,5.481324423220045,3.4763450637713498,128992,63.42162578527226,0.009679245159523408,0.344,0.3626,0.4055346618357488,0.4593333333333333,0.4055346618357488,0.49366666666666664,0.618,0.4354101094199603,0,128992,0,0,30051.290326435214,30196.84905726307,30553.41100102022,30824.391800054073,30553.41100102022,31565.42694591336,31680.105688512438,30820.490775769285,356.5925868758947,100,1.1569984056069726,35.65925868758947,17,17,1,1
Filicium,2.5464790894703255,3.183098861837907,4.138028520389279,6.684507609859605,4.138028520389279,43.926764293363114,78.94085177358009,10.650465992024687,10.679930740537037,801,100.27665220033013,0.3773567981194671,2,2,3,4,3,13,18,4.780274656679151,2.7751865566965788,801,58.05496035293705,0.09805639555735078,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,801,0,0,81.52987367241978,82.63730286990781,87.65223280175174,91.52644850386704,87.65223280175174,99.1935510599736,99.99580058937988,91.27218974599798,4.449777260862783,100,4.875282682760323,0.4449777260862783,1,1,1,1
Firmiana,3.819718634205488,3.9152116000606254,4.7746482927568605,13.36901521971921,4.7746482927568605,21.422255340169116,21.645072260497766,12.60507149287811,8.173191321350144,5,64.8404995240845,3.65516227753005,3,3,3,5,3,5.9,6,4.4,1.3416407864998738,5,30.49183605681531,0.6,0.3105,0.3105,0.3105,0.3105,0.3105,0.3105,0.3105,0.3105,0,5,0,0,0.049216497181903573,0.05831409169018407,0.07924607205672479,0.09549757534369567,0.07924607205672479,0.16593400899113403,0.1909399286236669,0.09987833333367957,0.028673321921304853,100,28.70825029239454,0.0028673321921304853,1,1,1,1
Flacourtia,3.183098861837907,3.183098861837907,4.7746482927568605,7.321127382227186,4.7746482927568605,18.175494501094438,23.55493157760051,7.927224288796322,3.7758442280175744,219,47.63135355403074,0.25514790798854264,2,2,3,4,3,6.549999999999983,8,3.684931506849315,1.1833327875592972,219,32.11274850997349,0.07996221956394753,0.7825,0.7825,0.7825,0.7825,0.7825,0.7825,0.7825,0.7825,0,219,0,0,2.970019653163547,2.995604956102699,3.2453895469413183,3.349889696498021,3.2453895469413183,3.6714388466331425,3.7120608387410017,3.3364290727916277,0.16632859550995863,100,4.985227975213321,0.016632859550995863,1,1,1,1
Garcinia,2.5464790894703255,3.183098861837907,4.7746482927568605,10.185916357881302,4.7746482927568605,34.23422825906668,49.33803235848755,12.324501341702938,9.385859455090767,167,76.15609909774959,0.726299610364943,2,2,3,5,3,12,17,5.9640718562874255,2.840948881803831,167,47.63438386157025,0.2198392247181682,0.741621568627451,0.741621568627451,0.741621568627451,0.741621568627451,0.741621568627451,0.741621568627451,0.785,0.7418813197135141,0,167,0,0,11.850588101279653,12.594542357437334,13.661584690857033,14.32638546144361,13.661584690857033,16.683653891322876,17.822865925293534,14.420542739505715,1.1291097585742627,100,7.8298700608612775,0.11291097585742627,2,2,1,1
Gardenia,2.5464790894703255,3.183098861837907,3.819718634205488,5.092958178940651,3.819718634205488,16.870423967740905,66.84507609859604,6.289434386683554,4.360910752380392,2036,69.33708954200442,0.09664698535955399,2,2,3,3,3,8,15,3.6478388998035363,1.588116262579306,2036,43.535811372175395,0.03519600787404133,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.6199901768172889,0,2036,0,0,22.74965210764703,23.175615462269093,24.193994345967447,24.76389590078687,24.193994345967447,26.999123810293014,27.39469724465702,24.862876674434954,0.9596257601602767,100,3.8596730890235396,0.09596257601602767,2,2,1,1
Garuga,4.45633840657307,4.726901809829292,10.345071300973197,15.597184423005743,10.345071300973197,31.950354825697982,35.33239736640076,16.233804195373324,7.991006568210095,18,49.224485351914936,1.8834983109625334,4,4,5,5.5,5,14,14,7.277777777777778,3.69109509584025,18,50.71733719475153,0.8699994574243503,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0,18,0,0,1.391324069050944,1.5661963169212643,1.8230291962195002,2.002958418302037,1.8230291962195002,2.5068003197001287,3.059181754091961,2.0095478346695668,0.2778513161358577,100,13.826558957306196,0.027785131613585767,1,1,1,1
Gliricidia,2.5464790894703255,3.183098861837907,7.321127382227186,10.822536130248883,7.321127382227186,22.600001919049138,297.9380534680281,11.01666128736794,5.689394859711487,914951,51.64354890564831,0.005947947930642565,2,3,4,6,4,11,25,5.76871001835071,1.9855397371602448,914951,34.41912890133306,0.0020757720745453317,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0.6175,0,914951,0,0,33684.857405022725,33763.42664069766,33999.76862150228,34116.7604625462,33999.76862150228,34473.650968032685,34645.15763950069,34107.93268726318,182.11833167450823,100,0.533947141693862,18.211833167450823,1,1,1,1
Glycosmis,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,2.5464790894703255,12.25493061807594,35.01408748021697,3.8091785717490714,4.062980541429069,151,106.66290552935297,0.3306406672826773,3,3,3,3,3,7.25,15,3.5231788079470197,1.509235731912426,151,42.8373299847324,0.1228198620195376,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0,151,0,0,0.569737996816185,0.7386050123123773,0.9190342658888627,1.0379298125991423,0.9190342658888627,1.586918189680396,1.750498470879284,1.079266114457025,0.23197486915941196,100,21.493760070111872,0.023197486915941194,1,1,1,1
Gmelina,2.5464790894703255,3.183098861837907,6.366197723675814,12.095775674984045,6.366197723675814,39.29535544938898,144.83099821362475,13.763185181707687,10.524756015029931,1263,76.47035098400134,0.29614906206891534,2,2,3,5,3,12,15,5.802850356294536,2.734690817233568,1263,47.126681705089325,0.07694963374121444,0.42975,0.42975,0.42975,0.42975,0.42975,0.42975,0.42975,0.42975,0,1263,0,0,69.32318724061948,71.51917528016884,74.37219862142851,75.6245914931942,74.37219862142851,80.56508551787834,81.95668420608179,75.91218327476555,2.370854410402209,100,3.123154028940068,0.23708544104022092,1,1,1,1
Gossypium,3.183098861837907,3.183098861837907,3.5014087480216975,4.7746482927568605,3.5014087480216975,6.8595780472606895,7.002817496043395,4.806479281375239,1.4349465529413197,10,29.854420854400313,0.4537699427901958,2,2,2.25,3,2.25,4.775,5,3,0.9428090415820634,10,31.426968052735447,0.2981423969999719,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0,10,0,0,0.021689932238116515,0.023494123742756,0.028477100199231307,0.03149800437496432,0.028477100199231307,0.053593128886922053,0.07300860433692077,0.03305351997823544,0.007995110730327513,100,24.1883791366003,7.995110730327513e-4,1,1,1,1
Grevillea,2.5464790894703255,3.183098861837907,11.459155902616464,19.098593171027442,11.459155902616464,48.38310269993618,244.14368270296745,20.667345449830727,12.302437488654473,29950,59.5259682406636,0.07108742017816991,2,3,7,9,7,16,25,9.118697829716194,3.6832454455410923,29950,40.39223049521456,0.021282970699747654,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.5207058823529412,0.63,0.5207095315722283,0,29950,0,0,5485.119902186247,5503.312044152638,5550.422968680552,5579.366419850965,5550.422968680552,5675.457762934923,5696.889818422955,5579.632772334416,44.083900523618006,100,0.7900860562401154,4.408390052361801,2,2,1,1
Grewia,2.5464790894703255,3.183098861837907,3.819718634205488,6.684507609859605,3.819718634205488,19.098593171027442,43.29014452099553,7.403202329754919,4.342186863682538,6054,58.652819013610355,0.05580682317518805,2,3,3,4,3,8,18,4.206805417905517,1.4426121983618574,6054,34.292344310046666,0.018540796698019647,0.5580625,0.5580625,0.5580625,0.5580625,0.5580625,0.5580625,0.585,0.5581425916749256,0,6054,0,0,74.26670542680539,74.76823231311663,76.04384748717561,76.7494051923536,76.04384748717561,78.59507220024706,79.52360682733334,76.73319402249805,1.0640628073303187,100,1.3867046991662266,0.10640628073303186,3,3,1,1
Guaiacum,4.7746482927568605,4.7746482927568605,4.7746482927568605,6.0478878374920235,4.7746482927568605,9.38218389526723,9.549296585513721,6.604930138313657,2.3008763211681216,4,34.8357404693999,1.1504381605840608,5,5,5,5.5,5,6,6,5.5,0.5773502691896257,4,10.497277621629559,0.28867513459481287,1.1766666666666667,1.1766666666666667,1.1766666666666667,1.1766666666666667,1.1766666666666667,1.1766666666666667,1.1766666666666667,1.1766666666666667,0,4,0,0,0.026687979906369157,0.03850833079316154,0.059806725370367624,0.06898899019987251,0.059806725370367624,0.1214143981707925,0.12449863995788661,0.07100609511587336,0.018635573197907287,100,26.245033144684673,0.0018635573197907287,1,1,1,1
Guazuma,2.5464790894703255,3.183098861837907,4.45633840657307,7.639437268410976,4.45633840657307,45.359158781190104,73.84789359463944,12.739375927311798,12.847088998031607,228,100.84551293041666,0.8508192535993598,2,2,3,6,3,13,18,6.118421052631579,3.4435681164446974,228,56.28197351608538,0.2280558696994264,0.5188333333333334,0.5188333333333334,0.5188333333333334,0.5188333333333334,0.5188333333333334,0.5188333333333334,0.5188333333333334,0.5188333333333334,0,228,0,0,16.273292250866543,17.286515728882485,19.15457171493204,20.29958258085486,19.15457171493204,23.910505953564194,24.485053669814143,20.273735462119056,1.6565861574988903,100,8.171094866035803,0.16565861574988902,1,1,1,1
Haldina,8.91267681314614,9.008169779001278,9.867606471697512,10.185916357881302,9.867606471697512,27.024509337003828,27.05634032562221,16.552114081557114,9.456000452853367,5,57.12865683658826,4.228851961569784,4,4.1,5,7,5,13.9,14,8.6,4.61519230368573,5,53.665026787043374,2.063976744055029,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0,5,0,0,0.30803879367854753,0.35034123779174586,0.4388327602045465,0.5193488815836949,0.4388327602045465,0.8933145446732206,0.9897052894592461,0.5455107868078991,0.1442237389897854,100,26.43829278495525,0.014422373898978541,1,1,1,1
Hardwickia,2.5464790894703255,2.5464790894703255,3.819718634205488,6.525352666767709,3.819718634205488,46.13106025518569,52.521131220325465,9.924194895907963,9.554847843556532,90,96.27831722144309,1.0071693960662278,2,2,3,4,3,11.774999999999991,14,5.0777777777777775,3.0027245222970413,90,59.134618601035825,0.3165149558833234,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0,90,0,0,4.6920413353280646,4.95815362202242,5.926010133142478,6.405846439069249,5.926010133142478,8.616985930336009,9.104979133582987,6.498243452054752,0.8919874409979053,100,13.726593156737732,0.08919874409979053,1,1,1,1
Harpullia,8.594366926962348,8.721690881435864,9.86760647169751,11.140846016432674,9.86760647169751,15.37436750267709,15.597184423005743,11.777465788800255,3.5445488812611803,3,30.096023582864984,2.0464462507519294,4,4.05,4.5,5,4.5,5.95,6,5,1,3,20,0.5773502691896258,0.589875,0.589875,0.589875,0.589875,0.589875,0.589875,0.589875,0.589875,0,3,0,0,0.04252344808327583,0.045468641306727425,0.06099532929326569,0.07823086030198212,0.06099532929326569,0.1334530761785176,0.15529759863668863,0.07965822342423064,0.02348025438240861,100,29.47624661092596,0.0023480254382408612,1,1,1,1
Heterophragma,2.5464790894703255,3.183098861837907,5.092958178940651,8.276057040778557,5.092958178940651,47.714651938950176,99.94930426171028,11.854832775025482,11.86417907479813,432,100.07883957496506,0.5708155818790521,2,2,3,4,3,12.224999999999966,18,5.050925925925926,2.722629934060332,432,53.903580729333804,0.13099259377778882,0.6196666666666667,0.6196666666666667,0.6196666666666667,0.6196666666666667,0.6196666666666667,0.6196666666666667,0.6196666666666667,0.6196666666666667,0,432,0,0,31.978567049593153,33.606261762688305,38.46082575537795,40.538903528809726,38.46082575537795,49.21699244725337,53.68988833212812,40.73349821407845,3.7224178225073863,100,9.138468301798914,0.3722417822507386,1,1,1,1
Hibiscus,3.183098861837907,3.183098861837907,4.45633840657307,7.480282325319081,4.45633840657307,19.27366360842852,21.326762374313976,8.385697112686309,4.393863545394573,90,52.39711721458807,0.463153884380983,2,2,3,4,3,9.774999999999991,13,4.766666666666667,2.2237229639109093,90,46.65153071141768,0.2344009817059628,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0,90,0,0,1.0969186251107668,1.127299191090978,1.249495377538016,1.329514628759827,1.249495377538016,1.5992285509143525,1.6563672495637174,1.3352824545847897,0.11712214839896232,100,8.771338827737523,0.011712214839896231,1,1,1,1
Holarrhena,3.183098861837907,3.183098861837907,4.138028520389279,6.047887837492023,4.138028520389279,12.095775674984045,12.095775674984045,6.904031669296701,3.1512259004466765,29,45.64327122745782,0.5851679592557304,2,2,3,4,3,5,5,3.7241379310344827,0.9962985684213461,29,26.752461559462073,0.18500799958831451,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0,29,0,0,0.24508235176413376,0.268028308819917,0.29511354334958745,0.31131646012300696,0.29511354334958745,0.3621244840402926,0.44475960588704727,0.3135319584356147,0.02932330660221424,100,9.352573418200977,0.002932330660221424,1,1,1,1
Holoptelea,2.5464790894703255,3.183098861837907,5.092958178940651,10.822536130248883,5.092958178940651,67.48169587096362,204.03663704380983,17.001205995612267,17.529072161616213,15998,103.1048748314689,0.13858814528017288,2,2,3,5,3,15,25,6.2708463557944745,3.715245886010803,15998,59.24632298761059,0.02937343356538251,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0.5155000000000001,0,15998,0,0,2921.950139599577,2949.102639718207,2984.202755304689,3010.533366747156,2984.202755304689,3079.852904660589,3120.127204298566,3012.362044079817,37.22474979385,100,1.235732931471755,3.7224749793850003,1,1,1,1
Hura,11.777465788800255,12.079860180674855,14.801409707546267,17.825353626292276,14.801409707546267,23.5708470719097,23.8732414637843,17.825353626292276,8.553005003492508,2,47.982245866230016,6.047887837492023,5,5.074999999999999,5.75,6.5,5.75,7.925000000000001,8,6.5,2.1213203435596424,2,32.63569759322527,1.4999999999999998,0.36733333333333335,0.36733333333333335,0.36733333333333335,0.36733333333333335,0.36733333333333335,0.36733333333333335,0.36733333333333335,0.36733333333333335,0,2,0,0,0.04180053726136618,0.045600026020331225,0.07317643816926613,0.10135004374449827,0.07317643816926613,0.2311548088073076,0.3387439603981187,0.10941762287133545,0.05021308562434397,100,45.891223284378704,0.005021308562434397,1,1,1,1
Hydnocarpus,3.819718634205488,3.819718634205488,4.138028520389279,7.957747154594767,4.138028520389279,20.117184806815576,20.690142601946395,9.83223870656598,6.446157243090808,9,65.56143962194548,2.1487190810302694,2,2,3,4,3,7.600000000000001,8,4.222222222222222,1.986062547968831,9,47.03832350452494,0.6620208493229437,0.6312857142857143,0.6312857142857143,0.6312857142857143,0.6312857142857143,0.6312857142857143,0.6312857142857143,0.6312857142857143,0.6312857142857143,0,9,0,0,0.14210157013832603,0.17153558247731307,0.22700164126664918,0.2596253990911329,0.22700164126664918,0.38361507044834225,0.6265880398818813,0.2694381656559343,0.06724392365834052,100,24.95708931755767,0.0067243923658340515,1,1,1,1
